Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12339,2012-10-22,0.0976191225,0.1415153888,0.1398510856,21,100
Market-Adjusted Model,12340,2012-10-22,-0.100000002,-0.056277223,-0.057768039,21,100
Market-Adjusted Model,12341,2012-10-22,-0.03885981,0.0031790421,0.003372153,21,100
Market-Adjusted Model,12342,2012-10-22,-0.026386634,0.0174278531,0.0158453286,21,100
Market-Adjusted Model,12345,2012-10-22,0.0018982269,0.0495548147,0.04413019,21,100
Market-Adjusted Model,12347,2012-10-22,0.4988706586,0.4777141179,0.5411026217,21,100
Market-Adjusted Model,12348,2012-10-22,-0.005702059,0.0458025744,0.0365299044,21,100
Market-Adjusted Model,12349,2012-10-22,-0.104147471,-0.062815133,-0.061915508,21,100
Market-Adjusted Model,12350,2012-10-22,-0.328271063,-0.330424194,-0.2860391,21,100
Market-Adjusted Model,12352,2012-10-22,0.0040899801,0.057434539,0.0463219432,21,100
Market-Adjusted Model,12353,2012-10-22,-0.037343339,0.0086162082,0.0048886243,21,100
Market-Adjusted Model,12355,2012-10-22,-0.02674775,0.016479344,0.0154842134,21,100
Market-Adjusted Model,12356,2012-10-22,-0.014108387,0.0341771962,0.0281235764,21,100
Market-Adjusted Model,12357,2012-10-22,0.1509434939,0.2318595404,0.193175457,21,100
Market-Adjusted Model,12358,2012-10-22,0.0579710374,0.1556120744,0.1002030005,21,100
Market-Adjusted Model,12359,2012-10-22,0.0465116257,0.0947015322,0.0887435888,21,100
Market-Adjusted Model,12360,2012-10-22,-0.320652191,-0.324600025,-0.278420228,21,100
Market-Adjusted Model,12362,2012-10-22,0.0396756659,0.0835646018,0.081907629,21,100
Market-Adjusted Model,12363,2012-10-22,0.1040849065,0.146842296,0.1463168696,21,100
Market-Adjusted Model,12364,2012-10-22,-0.093650816,-0.039101353,-0.051418853,21,100
Market-Adjusted Model,12365,2012-10-22,0.3434959308,0.3625362354,0.3857278939,21,100
Market-Adjusted Model,12366,2012-10-22,0.0356600362,0.0837010445,0.0778919993,21,100
Market-Adjusted Model,12367,2012-10-22,0.1363636146,0.1826751631,0.1785955777,21,100
Market-Adjusted Model,12368,2012-10-22,0.0141688954,0.0575114666,0.0564008584,21,100
Market-Adjusted Model,12369,2012-10-22,0.0092742492,0.0591599673,0.0515062123,21,100
Market-Adjusted Model,12370,2012-10-22,-0.072447848,-0.029967407,-0.030215885,21,100
Market-Adjusted Model,12371,2012-10-22,-0.035600762,0.0076892692,0.0066312012,21,100
Market-Adjusted Model,12372,2012-10-22,-0.108050342,-0.070205939,-0.065818379,21,100
Market-Adjusted Model,12373,2012-10-22,-0.036275047,0.0073908191,0.0059569158,21,100
Market-Adjusted Model,12374,2012-10-22,-0.180154133,-0.146814969,-0.13792217,21,100
Market-Adjusted Model,12375,2012-10-22,-0.06792284,-0.026096232,-0.025690877,21,100
Market-Adjusted Model,12376,2012-10-22,-0.010050208,0.0331906161,0.0321817554,21,100
Market-Adjusted Model,12377,2012-10-22,0.0294117362,0.0770028668,0.0716436993,21,100
Market-Adjusted Model,12379,2012-10-22,0.0077086112,0.0501618729,0.0499405743,21,100
Market-Adjusted Model,12380,2012-10-22,-0.096385524,-0.057107949,-0.05415356,21,100
Market-Adjusted Model,12381,2012-10-22,0.0016165857,0.0440443589,0.0438485488,21,100
Market-Adjusted Model,12382,2012-10-22,-0.162011157,-0.124359525,-0.119779194,21,100
Market-Adjusted Model,12383,2012-10-22,-0.160000021,-0.11749081,-0.117768057,21,100
Market-Adjusted Model,12384,2012-10-22,0.0223117731,0.0656206731,0.0645437361,21,100
Market-Adjusted Model,12385,2012-10-22,-0.026058604,0.0175907626,0.0161733588,21,100
Market-Adjusted Model,12388,2012-10-22,-0.056701038,-0.008765158,-0.014469075,21,100
Market-Adjusted Model,12389,2012-10-22,-0.183423899,-0.147481652,-0.141191936,21,100
Market-Adjusted Model,12390,2012-10-22,-0.142011835,-0.107541675,-0.099779872,21,100
Market-Adjusted Model,12391,2012-10-22,-0.113525118,-0.069768386,-0.071293155,21,100
Market-Adjusted Model,12392,2012-10-22,-0.199395727,-0.171333811,-0.157163763,21,100
Market-Adjusted Model,12397,2012-10-22,0.1415524806,0.1934748976,0.1837844437,21,100
Market-Adjusted Model,12398,2012-10-22,-0.025889944,0.017164108,0.0163420193,21,100
Market-Adjusted Model,12399,2012-10-22,-0.109890112,-0.061691742,-0.067658148,21,100
Market-Adjusted Model,12400,2012-10-22,-0.047538767,-0.0041914,-0.005306804,21,100
Market-Adjusted Model,12401,2012-10-22,0.1999999892,0.3162683735,0.2220387989,5,100
Market-Adjusted Model,12402,2012-10-22,0.0202020203,0.1883839137,0.0624339834,21,100
Market-Adjusted Model,12403,2012-10-22,0.0367923933,0.0804300098,0.0790243564,21,100
Market-Adjusted Model,12405,2012-10-22,-0.036202192,0.011515166,0.0060297713,21,100
Market-Adjusted Model,12406,2012-10-22,0.0640556366,0.1151082217,0.1062875997,21,100
Market-Adjusted Model,12409,2012-10-22,-0.002361329,0.0399567032,0.0398706337,21,100
Market-Adjusted Model,12410,2012-10-22,0.0042805136,0.0494157282,0.0465124767,21,100
Market-Adjusted Model,12411,2012-10-22,0.2408888631,0.265791519,0.2831208262,21,100
Market-Adjusted Model,12412,2012-10-22,0.0176734059,0.0605433985,0.059905369,21,100
Market-Adjusted Model,12413,2012-10-22,-0.274193525,-0.261147342,-0.231961562,21,100
Market-Adjusted Model,12431,2012-10-22,0.0388112662,0.0818256473,0.0810432293,21,100
Market-Adjusted Model,12437,2012-10-22,-0.130300728,-0.091944976,-0.088068765,21,100
Market-Adjusted Model,12438,2012-10-22,0.003934129,0.0462665472,0.0461660921,21,100
Market-Adjusted Model,12439,2012-10-22,-0.157894712,-0.122461072,-0.115662749,21,100
Market-Adjusted Model,12440,2012-10-22,-0.053571409,-0.010301727,-0.011339446,21,100
Market-Adjusted Model,12442,2012-10-22,0.1045473527,0.1784434329,0.1467793158,21,100
Market-Adjusted Model,12443,2012-10-22,-0.164846945,-0.100725041,-0.122614982,21,100
Market-Adjusted Model,12444,2012-10-22,-0.135255012,-0.096787278,-0.093023048,21,100
Market-Adjusted Model,12445,2012-10-22,-0.082532893,-0.041952048,-0.04030093,21,100
Market-Adjusted Model,12446,2012-10-22,-0.058394201,-0.014193757,-0.016162238,21,100
Market-Adjusted Model,12447,2012-10-22,-0.018439117,0.0298055378,0.0237928465,21,100
Market-Adjusted Model,12448,2012-10-22,0.0141632704,0.0575774096,0.0563952335,21,100
Market-Adjusted Model,12449,2012-10-22,0.0124863033,0.0558991238,0.0547182664,21,100
Market-Adjusted Model,12450,2012-10-22,-0.065995439,-0.024351719,-0.023763476,21,100
Market-Adjusted Model,12451,2012-10-22,-0.061855609,-0.019019602,-0.019623646,21,100
Market-Adjusted Model,12452,2012-10-22,-0.112359513,-0.068435645,-0.07012755,21,100
Market-Adjusted Model,12453,2012-10-22,-0.003525011,0.038774261,0.0387069517,21,100
Market-Adjusted Model,12454,2012-10-22,-0.125925977,-0.084540058,-0.083694014,21,100
Market-Adjusted Model,12455,2012-10-22,0.0889654687,0.145680451,0.1311974318,21,100
Market-Adjusted Model,12457,2012-10-22,-0.019323669,0.023692819,0.0229082945,21,100
Market-Adjusted Model,12460,2012-10-22,-0.00138339,0.0420892159,0.0408485731,21,100
Market-Adjusted Model,12461,2012-10-22,-0.064742442,-0.023600808,-0.022510479,21,100
Market-Adjusted Model,12462,2012-10-22,-0.00808174,0.0344428064,0.0341502227,21,100
Market-Adjusted Model,12463,2012-10-22,0.0309306499,0.0734408071,0.073162613,21,100
Market-Adjusted Model,12464,2012-10-22,-0.043267967,-0.000506321,-0.001036004,21,100
Market-Adjusted Model,12465,2012-10-22,-0.013106902,0.0300200391,0.0291250615,21,100
Market-Adjusted Model,12468,2012-10-22,-0.017595575,0.0256586656,0.0246363881,21,100
Market-Adjusted Model,12469,2012-10-22,-0.018332378,0.0247336677,0.0238995848,21,100
Market-Adjusted Model,12470,2012-10-22,-0.05411976,-0.012190645,-0.011887797,21,100
Market-Adjusted Model,12471,2012-10-22,-0.021390136,0.0216897393,0.0208418268,21,100
Market-Adjusted Model,12472,2012-10-22,0.0076813674,0.0505034174,0.0499133305,21,100
Market-Adjusted Model,12473,2012-10-22,0.0590809527,0.1067588943,0.1013129158,21,100
Market-Adjusted Model,12476,2012-10-22,-0.014187273,0.0301873152,0.0280446896,21,100
Market-Adjusted Model,12477,2012-10-22,-0.072317797,-0.029049413,-0.030085834,21,100
Market-Adjusted Model,12478,2012-10-22,0.0050710142,0.0528950468,0.0473029773,21,100
Market-Adjusted Model,12479,2012-10-22,-0.012820431,0.0014650633,0.0014924854,6,100
Market-Adjusted Model,12480,2012-10-22,-0.013084055,0.0336903917,0.0291479076,21,100
Market-Adjusted Model,12481,2012-10-22,0.0558881685,0.0996862847,0.0981201316,21,100
Market-Adjusted Model,12484,2012-10-22,0.3636364333,0.3873481211,0.4058683964,21,100
Market-Adjusted Model,12486,2012-10-22,0.0198675309,0.0834766819,0.062099494,21,100
Market-Adjusted Model,12487,2012-10-22,0.0111242487,0.0540883568,0.0533562118,21,100
Market-Adjusted Model,12488,2012-10-22,-0.25274727,-0.219556172,-0.210515306,21,100
Market-Adjusted Model,12489,2012-10-22,-0.105042009,-0.058450672,-0.062810046,21,100
Market-Adjusted Model,12490,2012-10-22,-0.08822828,-0.047530627,-0.045996317,21,100
Market-Adjusted Model,12492,2012-10-22,0.0105263077,0.0715112104,0.0527582708,21,100
Market-Adjusted Model,12493,2012-10-22,-0.108711839,-0.068691297,-0.066479876,21,100
Market-Adjusted Model,12494,2012-10-22,-0.063034107,-0.01825812,-0.020802144,21,100
Market-Adjusted Model,12495,2012-10-22,0.0102169359,0.147984334,0.052448899,21,51
Market-Adjusted Model,12496,2012-10-22,0.1299342024,0.1715425069,0.1721661655,21,100
Market-Adjusted Model,12497,2012-10-22,-0.247863217,-0.233645679,-0.205631254,21,100
Market-Adjusted Model,12498,2012-10-22,-0.028148158,0.0264087547,0.0140838055,21,100
Market-Adjusted Model,12499,2012-10-22,0.1551247084,0.1944392127,0.1973566714,21,100
Market-Adjusted Model,12500,2012-10-22,0.0530972919,0.0961919881,0.095329255,21,100
Market-Adjusted Model,12501,2012-10-22,-0.081760959,-0.037654285,-0.039528996,21,100
Market-Adjusted Model,12502,2012-10-22,0.0403659607,0.1014552272,0.0825979238,21,100
Market-Adjusted Model,12503,2012-10-22,-0.032060274,0.026334135,0.0101716891,21,100
Market-Adjusted Model,12505,2012-10-22,0.041480513,0.0836373884,0.0837124761,21,100
Market-Adjusted Model,12507,2012-10-22,-0.265536753,-0.252137149,-0.22330479,21,100
Market-Adjusted Model,12508,2012-10-22,-0.01442836,0.0287300214,0.0278036027,21,100
Market-Adjusted Model,12509,2012-10-22,0.0034090596,0.0480786459,0.0456410227,21,100
Market-Adjusted Model,12510,2012-10-22,-0.009236777,0.0347119659,0.0329951861,21,100
Market-Adjusted Model,12513,2012-10-22,-0.007222852,0.0359809108,0.0350091111,21,100
Market-Adjusted Model,12514,2012-10-22,0.033616919,0.0759140958,0.0758488821,21,100
Market-Adjusted Model,12515,2012-10-22,-0.077631075,-0.037029669,-0.035399112,21,100
Market-Adjusted Model,12516,2012-10-22,-0.005568557,0.0370227447,0.0366634061,21,100
Market-Adjusted Model,12517,2012-10-22,0.0071364174,0.0494552863,0.0493683805,21,100
Market-Adjusted Model,12518,2012-10-22,0.003069624,0.0453756284,0.0453015871,21,100
Market-Adjusted Model,12519,2012-10-22,0.0024117914,0.0447215675,0.0446437545,21,100
Market-Adjusted Model,12520,2012-10-22,0.0033228407,0.0457428965,0.0455548038,21,100
Market-Adjusted Model,12521,2012-10-22,-0.179943773,-0.145795279,-0.13771181,21,100
Market-Adjusted Model,12522,2012-10-22,-0.034893302,0.0074466511,0.0073386613,21,100
Market-Adjusted Model,12523,2012-10-22,-0.019420781,0.0233614234,0.0228111825,21,100
Market-Adjusted Model,12526,2012-10-22,0.0301841057,0.0327014115,0.0328632945,9,100
Market-Adjusted Model,12527,2012-10-22,-0.25999997,-0.243165937,-0.217768007,21,100
Market-Adjusted Model,12528,2012-10-22,-0.013194415,0.0307481033,0.0290375478,21,100
Market-Adjusted Model,12529,2012-10-22,-0.028669235,0.0152772769,0.0135627282,21,100
Market-Adjusted Model,12530,2012-10-22,-0.029929546,0.0154540263,0.0123024167,21,100
Market-Adjusted Model,12531,2012-10-22,0.0868609091,0.1406808429,0.1290928722,21,100
Market-Adjusted Model,12533,2012-10-22,-0.036160691,0.0066708459,0.006071272,21,100
Market-Adjusted Model,12534,2012-10-22,-0.071973469,-0.031233008,-0.029741506,21,100
Market-Adjusted Model,12535,2012-10-22,-0.01426479,0.0287826638,0.0279671732,21,100
Market-Adjusted Model,12536,2012-10-22,-0.006269403,0.0364040802,0.0359625605,21,100
Market-Adjusted Model,12537,2012-10-22,-0.019721401,0.0224521495,0.0225105621,21,100
Market-Adjusted Model,12540,2012-10-22,-0.046121551,-0.001578564,-0.003889588,21,100
Market-Adjusted Model,12541,2012-10-22,-0.081889055,-0.040130579,-0.039657092,21,100
Market-Adjusted Model,12542,2012-10-22,-0.046443659,-0.002008581,-0.004211696,21,100
Market-Adjusted Model,12543,2012-10-22,0.0125186837,0.0553865377,0.0547506468,21,100
Market-Adjusted Model,12545,2012-10-22,-0.150148898,-0.112892495,-0.107916935,21,100
Market-Adjusted Model,12548,2012-10-22,0.1072170551,0.1521673119,0.1494490182,21,100
Market-Adjusted Model,12549,2012-10-22,-0.135839398,-0.098787809,-0.093607435,21,100
Market-Adjusted Model,12550,2012-10-22,-0.07349897,-0.023588476,-0.031267006,21,100
Market-Adjusted Model,12551,2012-10-22,0.0061700894,0.0513838631,0.0484020525,21,100
Market-Adjusted Model,12552,2012-10-22,-0.026119608,0.0163343375,0.0161123549,21,100
Market-Adjusted Model,12553,2012-10-22,-0.021866844,0.0207775086,0.0203651189,21,100
Market-Adjusted Model,12556,2012-10-22,-0.092592612,-0.048174866,-0.050360649,21,100
Market-Adjusted Model,12557,2012-10-22,0.090634425,0.1369819694,0.1328663881,21,100
Market-Adjusted Model,12558,2012-10-22,-0.065322138,-0.023601879,-0.023090175,21,100
Market-Adjusted Model,12559,2012-10-22,-0.132427802,-0.086369436,-0.090195839,21,100
Market-Adjusted Model,12560,2012-10-22,-0.029152423,0.0132970349,0.0130795398,21,100
Market-Adjusted Model,12561,2012-10-22,0.0047169385,0.0474982045,0.0469489016,21,100
Market-Adjusted Model,12564,2012-10-22,-0.009617545,0.0334568125,0.0326144185,21,100
Market-Adjusted Model,12565,2012-10-22,-0.003627969,0.0387681002,0.0386039937,21,100
Market-Adjusted Model,12566,2012-10-22,1.236744E-10,0.0427358978,0.0422319632,21,100
Market-Adjusted Model,12567,2012-10-22,-0.025455243,0.0189924542,0.0167767198,21,100
Market-Adjusted Model,12568,2012-10-22,-0.044396665,-0.000583019,-0.002164701,21,100
Market-Adjusted Model,12569,2012-10-22,-0.027027002,0.0232997324,0.0152049611,21,100
Market-Adjusted Model,12570,2012-10-22,0.0477568658,0.0907702701,0.0899888289,21,100
Market-Adjusted Model,12572,2012-10-22,-0.138364797,-0.098913507,-0.096132834,21,100
Market-Adjusted Model,12573,2012-10-22,-0.095394727,-0.052371117,-0.053162764,21,100
Market-Adjusted Model,12574,2012-10-22,-0.526946089,-0.671028945,-0.484714126,21,100
Market-Adjusted Model,12575,2012-10-22,-0.16546759,-0.121475821,-0.123235627,21,100
Market-Adjusted Model,12576,2012-10-22,-0.203435799,-0.173033342,-0.161203836,21,100
Market-Adjusted Model,12577,2012-10-22,-0.099404716,-0.058754609,-0.057172753,21,100
Market-Adjusted Model,12578,2012-10-22,-0.021920974,0.022119439,0.0203109889,21,100
Market-Adjusted Model,12579,2012-10-22,-0.043062156,0.005092838,-0.000830193,21,100
Market-Adjusted Model,12580,2012-10-22,-0.162454901,-0.059808672,-0.120222938,21,100
Market-Adjusted Model,12582,2012-10-22,-0.159964256,-0.12619504,-0.117732293,21,100
Market-Adjusted Model,12583,2012-10-22,-0.174123971,-0.145014348,-0.131892008,21,100
Market-Adjusted Model,12584,2012-10-22,-0.029055666,0.0146963559,0.0131762967,21,100
Market-Adjusted Model,12585,2012-10-22,-0.117581661,-0.06817802,-0.075349698,21,100
Market-Adjusted Model,12586,2012-10-22,0.1075268394,0.1907203597,0.1497588025,21,100
Market-Adjusted Model,12587,2012-10-22,-0.121304842,-0.084725791,-0.079072879,21,100
Market-Adjusted Model,12588,2012-10-22,0.1895522515,0.2355640556,0.2317842145,21,100
Market-Adjusted Model,12591,2012-10-22,-0.019674353,0.0259913936,0.0225576096,21,100
Market-Adjusted Model,12592,2012-10-22,-0.167785236,-0.130459712,-0.125553273,21,100
Market-Adjusted Model,12593,2012-10-22,-0.061611424,-0.019378541,-0.019379461,21,100
Market-Adjusted Model,12594,2012-10-22,-0.00759763,0.0348492701,0.0346343328,21,100
Market-Adjusted Model,12595,2012-10-22,-0.005759287,0.036555392,0.036472676,21,100
Market-Adjusted Model,12596,2012-10-22,-0.029054832,0.0136209065,0.0131771307,21,100
Market-Adjusted Model,12615,2012-10-22,-0.072933597,-0.031994033,-0.030701634,21,100
Market-Adjusted Model,12617,2012-10-22,-0.061550797,-0.018937773,-0.019318834,21,100
Market-Adjusted Model,12620,2012-10-22,-0.031718116,0.0115364379,0.0105138469,21,100
Market-Adjusted Model,12621,2012-10-22,-0.110262035,-0.072328769,-0.068030072,21,100
Market-Adjusted Model,12622,2012-10-22,0.1523374262,0.195831748,0.1945693893,21,100
Market-Adjusted Model,12623,2012-10-22,0.0216266623,0.0673882815,0.0638586254,21,100
Market-Adjusted Model,12624,2012-10-22,0.0133643215,0.0562743827,0.0555962846,21,100
Market-Adjusted Model,12625,2012-10-22,-0.046733496,-0.004980157,-0.004501533,21,100
Market-Adjusted Model,12628,2012-10-22,0.0526683374,0.0952132989,0.0949003005,21,100
Market-Adjusted Model,12629,2012-10-22,0.0425531519,0.0929995993,0.084785115,21,100
Market-Adjusted Model,12630,2012-10-22,-0.009122622,0.0343321938,0.0331093409,21,100
Market-Adjusted Model,12631,2012-10-22,-0.000685982,0.0416223047,0.0415459815,21,100
Market-Adjusted Model,12632,2012-10-22,-0.004347807,0.0383738448,0.0378841563,21,100
Market-Adjusted Model,12633,2012-10-22,-0.000902606,0.0415325616,0.0413293572,21,100
Market-Adjusted Model,12636,2012-10-22,-0.020609767,0.0278780869,0.0216221963,21,100
Market-Adjusted Model,12637,2012-10-22,-0.187149899,-0.14784413,-0.144917936,21,100
Market-Adjusted Model,12638,2012-10-22,0.0085358744,0.0508276729,0.0507678375,21,100
Market-Adjusted Model,12639,2012-10-22,-0.109433947,-0.0701796,-0.067201984,21,100
Market-Adjusted Model,12640,2012-10-22,-0.500489737,-0.54528323,-0.458257774,21,100
Market-Adjusted Model,12641,2012-10-22,0.0371621864,0.0803446042,0.0793941495,21,100
Market-Adjusted Model,12644,2012-10-22,-0.022257874,0.0219279382,0.0199740894,21,100
Market-Adjusted Model,12645,2012-10-22,-0.096262714,-0.043111714,-0.054030751,21,100
Market-Adjusted Model,12646,2012-10-22,0.0022830855,0.0459860556,0.0445150486,21,100
Market-Adjusted Model,12647,2012-10-22,-0.008431007,0.0354250247,0.0338009557,21,100
Market-Adjusted Model,12648,2012-10-22,-0.015259891,0.0279059651,0.0269720719,21,100
Market-Adjusted Model,12649,2012-10-22,-0.018352553,0.0244900807,0.02387941,21,100
Market-Adjusted Model,12650,2012-10-22,0.0444415255,0.0886438699,0.0866734886,21,100
Market-Adjusted Model,12651,2012-10-22,0.0530052473,0.0963429789,0.0952372104,21,100
Market-Adjusted Model,12652,2012-10-22,-0.016597572,0.0263513852,0.0256343907,21,100
Market-Adjusted Model,12653,2012-10-22,0.0038144659,0.0478929834,0.0460464289,21,100
Market-Adjusted Model,12654,2012-10-22,-0.012065579,0.030977278,0.0301663839,21,100
Market-Adjusted Model,12655,2012-10-22,-0.015098253,0.0283080465,0.0271337101,21,100
Market-Adjusted Model,12656,2012-10-22,-0.017073187,0.0260637991,0.025158776,21,100
Market-Adjusted Model,12657,2012-10-22,-0.020132795,0.0237528109,0.022099168,21,100
Market-Adjusted Model,12658,2012-10-22,-0.043544312,-0.001303041,-0.001312349,21,100
Market-Adjusted Model,12659,2012-10-22,-0.032392105,0.0105272604,0.0098398581,21,100
Market-Adjusted Model,12660,2012-10-22,-0.099596588,-0.059185584,-0.057364624,21,100
Market-Adjusted Model,12662,2012-10-22,-3.33534E-10,0.0433602528,0.0422319628,21,100
Market-Adjusted Model,12663,2012-10-22,-0.137522948,-0.095731326,-0.095290985,21,100
Market-Adjusted Model,12664,2012-10-22,-0.024112772,0.0191987759,0.0181191916,21,100
